time	V(vin)	V(vo1)	V(vo2)
1.994695752414069e-03	-1.666070e-01	-8.051157e-01	2.300932e-01
1.998823723485719e-03	-3.695348e-02	-5.002115e-01	1.078495e-01
2.000133386387577e-03	4.190457e-03	-3.878026e-01	7.542493e-02
2.000926663170035e-03	2.911182e-02	-3.043729e-01	6.316373e-02
2.001330549890563e-03	4.179997e-02	-2.518243e-01	6.216594e-02
2.001718332484346e-03	5.398196e-02	-1.916826e-01	6.633343e-02
2.001900058681760e-03	5.969069e-02	-1.591548e-01	7.033028e-02
2.002142382821047e-03	6.730291e-02	-1.096192e-01	7.776839e-02
2.002512622241996e-03	7.893308e-02	-2.478876e-02	9.097875e-02
2.002860420351370e-03	8.985792e-02	6.427900e-02	1.044595e-01
2.003198132750022e-03	1.004655e-01	1.601644e-01	1.179190e-01
2.003633553938253e-03	1.141415e-01	2.925575e-01	1.348891e-01
2.003854003683419e-03	1.210653e-01	3.609983e-01	1.426304e-01
2.004007904409501e-03	1.258987e-01	4.064663e-01	1.466794e-01
2.004179406344159e-03	1.312848e-01	4.521030e-01	1.494325e-01
2.004295678521839e-03	1.349363e-01	4.772132e-01	1.498402e-01
2.004365326305936e-03	1.371236e-01	4.891162e-01	1.496035e-01
2.004451228249070e-03	1.398212e-01	5.015662e-01	1.492013e-01
2.004518700493668e-03	1.419401e-01	5.097367e-01	1.489251e-01
2.004579356186633e-03	1.438449e-01	5.158645e-01	1.488151e-01
2.004645782095206e-03	1.459308e-01	5.215356e-01	1.489369e-01
2.004729122117431e-03	1.485479e-01	5.276074e-01	1.494603e-01
2.004806270212902e-03	1.509705e-01	5.324339e-01	1.503466e-01
2.004908133695130e-03	1.541691e-01	5.379755e-01	1.520825e-01
2.005031358747843e-03	1.580385e-01	5.439784e-01	1.548117e-01
2.005177054169645e-03	1.626133e-01	5.505144e-01	1.586487e-01
2.005330362161337e-03	1.674270e-01	5.570374e-01	1.631145e-01
2.005523180643337e-03	1.734810e-01	5.649861e-01	1.690142e-01
2.005734684303236e-03	1.801214e-01	5.735400e-01	1.755989e-01
2.006358266454334e-03	1.996977e-01	5.981821e-01	1.950975e-01
2.007084502533458e-03	2.224927e-01	6.260990e-01	2.178164e-01
2.008536974691706e-03	2.680684e-01	6.802570e-01	2.632760e-01
2.011441919008201e-03	3.591489e-01	7.849001e-01	3.541987e-01
2.015068844110232e-03	4.726947e-01	9.113999e-01	4.676129e-01
2.019602636576689e-03	6.142792e-01	1.065272e+00	6.090795e-01
2.029368261576688e-03	9.174041e-01	1.387203e+00	9.120753e-01
2.038436341933831e-03	1.197969e+00	1.678798e+00	1.192587e+00
2.047504422290974e-03	1.472477e+00	1.963078e+00	1.467062e+00
2.056572502648116e-03	1.740928e+00	2.240043e+00	1.735502e+00
2.065640583005259e-03	2.003322e+00	2.509692e+00	1.997906e+00
2.074708663362402e-03	2.259659e+00	2.772026e+00	2.254275e+00
2.083776743719545e-03	2.509939e+00	3.027045e+00	2.504607e+00
2.092844824076687e-03	2.754162e+00	3.274749e+00	2.748904e+00
2.108190806219544e-03	3.150229e+00	3.676707e+00	3.145136e+00
2.123536788362401e-03	3.509688e+00	4.041383e+00	3.504802e+00
2.138882770505258e-03	3.832539e+00	4.368778e+00	3.827900e+00
2.154228752648114e-03	4.118782e+00	4.658891e+00	4.114432e+00
2.169574734790971e-03	4.368417e+00	4.911723e+00	4.364397e+00
2.184920716933828e-03	4.581445e+00	5.127274e+00	4.577795e+00
2.200266699076685e-03	4.757865e+00	5.305544e+00	4.754626e+00
2.223285672290970e-03	4.924972e+00	5.475096e+00	4.922431e+00
2.246304645505255e-03	4.991926e+00	5.543456e+00	4.990092e+00
2.269323618719541e-03	4.958726e+00	5.510623e+00	4.957609e+00
2.292342591933826e-03	4.825373e+00	5.376598e+00	4.824982e+00
2.315361565148111e-03	4.591866e+00	5.141381e+00	4.592210e+00
2.338380538362396e-03	4.258206e+00	4.804972e+00	4.259295e+00
2.361399511576681e-03	3.824392e+00	4.367371e+00	3.826235e+00
2.373257770505253e-03	3.569907e+00	4.110576e+00	3.572105e+00
2.385116029433823e-03	3.299622e+00	3.837117e+00	3.302154e+00
2.396974288362395e-03	3.013537e+00	3.546993e+00	3.016384e+00
2.408832547290966e-03	2.711652e+00	3.240203e+00	2.714793e+00
2.420690806219537e-03	2.393967e+00	2.916749e+00	2.397382e+00
2.432549065148108e-03	2.060482e+00	2.576630e+00	2.064151e+00
2.444407324076680e-03	1.711197e+00	2.219845e+00	1.715100e+00
2.449290136576679e-03	1.565930e+00	2.071139e+00	1.569922e+00
2.454172949076679e-03	1.419537e+00	1.920455e+00	1.423610e+00
2.459055761576679e-03	1.272019e+00	1.767792e+00	1.276163e+00
